date,from,to,code,gsp,region_name,unit_rate_excl_vat,unit_rate_incl_vat
2019-01-31,00:00:00,00:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.66,10.143
2019-01-31,00:30:00,01:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.94,11.487
2019-01-31,01:00:00,01:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.36,11.928
2019-01-31,01:30:00,02:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-01-31,02:00:00,02:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-01-31,02:30:00,03:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-01-31,03:00:00,03:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.2,10.71
2019-01-31,03:30:00,04:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.2,10.71
2019-01-31,04:00:00,04:30:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-01-31,04:30:00,05:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-01-31,05:00:00,05:30:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-01-31,05:30:00,06:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.96,11.508
2019-01-31,06:00:00,06:30:00,E-1R-AGILE-18-02-21-C,_C,London,13.36,14.028
2019-01-31,06:30:00,07:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.2,11.76
2019-01-31,07:00:00,07:30:00,E-1R-AGILE-18-02-21-C,_C,London,13.04,13.692
2019-01-31,07:30:00,08:00:00,E-1R-AGILE-18-02-21-C,_C,London,14.56,15.288
2019-01-31,08:00:00,08:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.5,15.225
2019-01-31,08:30:00,09:00:00,E-1R-AGILE-18-02-21-C,_C,London,13.98,14.679
2019-01-31,09:00:00,09:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.2,14.91
2019-01-31,09:30:00,10:00:00,E-1R-AGILE-18-02-21-C,_C,London,13.44,14.112
2019-01-31,10:00:00,10:30:00,E-1R-AGILE-18-02-21-C,_C,London,13.16,13.818
2019-01-31,10:30:00,11:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.28,12.894
2019-01-31,11:00:00,11:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.52,13.146
2019-01-31,11:30:00,12:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.6,12.18
2019-01-31,12:00:00,12:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.02,12.621
2019-01-31,12:30:00,13:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.48,12.054
2019-01-31,13:00:00,13:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.8,13.44
2019-01-31,13:30:00,14:00:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-01-31,14:00:00,14:30:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-01-31,14:30:00,15:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.6,12.18
2019-01-31,15:00:00,15:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.1,11.655
2019-01-31,15:30:00,16:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.4,13.02
2019-01-31,16:00:00,16:30:00,E-1R-AGILE-18-02-21-C,_C,London,22.96,24.108
2019-01-31,16:30:00,17:00:00,E-1R-AGILE-18-02-21-C,_C,London,25.6,26.88
2019-01-31,17:00:00,17:30:00,E-1R-AGILE-18-02-21-C,_C,London,24.8,26.04
2019-01-31,17:30:00,18:00:00,E-1R-AGILE-18-02-21-C,_C,London,25.2,26.46
2019-01-31,18:00:00,18:30:00,E-1R-AGILE-18-02-21-C,_C,London,24.7,25.935
2019-01-31,18:30:00,19:00:00,E-1R-AGILE-18-02-21-C,_C,London,23.96,25.158
2019-01-31,19:00:00,19:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.9,13.545
2019-01-31,19:30:00,20:00:00,E-1R-AGILE-18-02-21-C,_C,London,13.26,13.923
2019-01-31,20:00:00,20:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.18,12.789
2019-01-31,20:30:00,21:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.1,11.655
2019-01-31,21:00:00,21:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.5,11.025
2019-01-31,21:30:00,22:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.8,10.29
2019-01-31,22:00:00,22:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.5,9.975
2019-01-31,22:30:00,23:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.28,9.744
2019-01-31,23:00:00,23:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-01-31,23:30:00,00:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.1,9.555
2019-02-01,00:00:00,00:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.1,9.555
2019-02-01,00:30:00,01:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.22,9.681
2019-02-01,01:00:00,01:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.24,10.752
2019-02-01,01:30:00,02:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.22,9.681
2019-02-01,02:00:00,02:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.16,9.618
2019-02-01,02:30:00,03:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-01,03:00:00,03:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.4,9.87
2019-02-01,03:30:00,04:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.1,9.555
2019-02-01,04:00:00,04:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-01,04:30:00,05:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-01,05:00:00,05:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.84,10.332
2019-02-01,05:30:00,06:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.3,9.765
2019-02-01,06:00:00,06:30:00,E-1R-AGILE-18-02-21-C,_C,London,13.16,13.818
2019-02-01,06:30:00,07:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.5,11.025
2019-02-01,07:00:00,07:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.6,12.18
2019-02-01,07:30:00,08:00:00,E-1R-AGILE-18-02-21-C,_C,London,13.3,13.965
2019-02-01,08:00:00,08:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.16,14.868
2019-02-01,08:30:00,09:00:00,E-1R-AGILE-18-02-21-C,_C,London,14.16,14.868
2019-02-01,09:00:00,09:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.26,14.973
2019-02-01,09:30:00,10:00:00,E-1R-AGILE-18-02-21-C,_C,London,14,14.7
2019-02-01,10:00:00,10:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.52,15.246
2019-02-01,10:30:00,11:00:00,E-1R-AGILE-18-02-21-C,_C,London,14,14.7
2019-02-01,11:00:00,11:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.64,15.372
2019-02-01,11:30:00,12:00:00,E-1R-AGILE-18-02-21-C,_C,London,14.48,15.204
2019-02-01,12:00:00,12:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.4,15.12
2019-02-01,12:30:00,13:00:00,E-1R-AGILE-18-02-21-C,_C,London,13.8,14.49
2019-02-01,13:00:00,13:30:00,E-1R-AGILE-18-02-21-C,_C,London,13.4,14.07
2019-02-01,13:30:00,14:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.54,13.167
2019-02-01,14:00:00,14:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.56,13.188
2019-02-01,14:30:00,15:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.82,12.411
2019-02-01,15:00:00,15:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.2,11.76
2019-02-01,15:30:00,16:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.42,13.041
2019-02-01,16:00:00,16:30:00,E-1R-AGILE-18-02-21-C,_C,London,23.2,24.36
2019-02-01,16:30:00,17:00:00,E-1R-AGILE-18-02-21-C,_C,London,25.3,26.565
2019-02-01,17:00:00,17:30:00,E-1R-AGILE-18-02-21-C,_C,London,24.68,25.914
2019-02-01,17:30:00,18:00:00,E-1R-AGILE-18-02-21-C,_C,London,25.58,26.859
2019-02-01,18:00:00,18:30:00,E-1R-AGILE-18-02-21-C,_C,London,25.2,26.46
2019-02-01,18:30:00,19:00:00,E-1R-AGILE-18-02-21-C,_C,London,24.16,25.368
2019-02-01,19:00:00,19:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.2,12.81
2019-02-01,19:30:00,20:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.3,12.915
2019-02-01,20:00:00,20:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.6,12.18
2019-02-01,20:30:00,21:00:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-01,21:00:00,21:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.9,11.445
2019-02-01,21:30:00,22:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.14,11.697
2019-02-01,22:00:00,22:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-01,22:30:00,23:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.78,10.269
2019-02-01,23:00:00,23:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.48,11.004
2019-02-01,23:30:00,00:00:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-02,00:00:00,00:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.48,11.004
2019-02-02,00:30:00,01:00:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-02-02,01:00:00,01:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.36,10.878
2019-02-02,01:30:00,02:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-02,02:00:00,02:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.8,11.34
2019-02-02,02:30:00,03:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.36,10.878
2019-02-02,03:00:00,03:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-02,03:30:00,04:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.18,9.639
2019-02-02,04:00:00,04:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-02,04:30:00,05:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.18,9.639
2019-02-02,05:00:00,05:30:00,E-1R-AGILE-18-02-21-C,_C,London,9,9.45
2019-02-02,05:30:00,06:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.18,9.639
2019-02-02,06:00:00,06:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-02,06:30:00,07:00:00,E-1R-AGILE-18-02-21-C,_C,London,9,9.45
2019-02-02,07:00:00,07:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.26,9.723
2019-02-02,07:30:00,08:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.2,9.66
2019-02-02,08:00:00,08:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.26,9.723
2019-02-02,08:30:00,09:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.2,10.71
2019-02-02,09:00:00,09:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.4,11.97
2019-02-02,09:30:00,10:00:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-02-02,10:00:00,10:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.64,13.272
2019-02-02,10:30:00,11:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.9,11.445
2019-02-02,11:00:00,11:30:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-02,11:30:00,12:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.38,10.899
2019-02-02,12:00:00,12:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.52,11.046
2019-02-02,12:30:00,13:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.38,10.899
2019-02-02,13:00:00,13:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-02-02,13:30:00,14:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.38,10.899
2019-02-02,14:00:00,14:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.26,10.773
2019-02-02,14:30:00,15:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.32,9.786
2019-02-02,15:00:00,15:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.28,9.744
2019-02-02,15:30:00,16:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.28,9.744
2019-02-02,16:00:00,16:30:00,E-1R-AGILE-18-02-21-C,_C,London,22,23.1
2019-02-02,16:30:00,17:00:00,E-1R-AGILE-18-02-21-C,_C,London,25.6,26.88
2019-02-02,17:00:00,17:30:00,E-1R-AGILE-18-02-21-C,_C,London,27.26,28.623
2019-02-02,17:30:00,18:00:00,E-1R-AGILE-18-02-21-C,_C,London,29.78,31.269
2019-02-02,18:00:00,18:30:00,E-1R-AGILE-18-02-21-C,_C,London,29.2,30.66
2019-02-02,18:30:00,19:00:00,E-1R-AGILE-18-02-21-C,_C,London,26.74,28.077
2019-02-02,19:00:00,19:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.4,15.12
2019-02-02,19:30:00,20:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.74,13.377
2019-02-02,20:00:00,20:30:00,E-1R-AGILE-18-02-21-C,_C,London,13.2,13.86
2019-02-02,20:30:00,21:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.34,11.907
2019-02-02,21:00:00,21:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.28,11.844
2019-02-02,21:30:00,22:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.84,11.382
2019-02-02,22:00:00,22:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.08,11.634
2019-02-02,22:30:00,23:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.08,11.634
2019-02-02,23:00:00,23:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.78,10.269
2019-02-02,23:30:00,00:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-03,00:00:00,00:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-03,00:30:00,01:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.5,12.075
2019-02-03,01:00:00,01:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.16,12.768
2019-02-03,01:30:00,02:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.48,11.004
2019-02-03,02:00:00,02:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-02-03,02:30:00,03:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.02,10.521
2019-02-03,03:00:00,03:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.36,9.828
2019-02-03,03:30:00,04:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.64,9.072
2019-02-03,04:00:00,04:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.68,9.114
2019-02-03,04:30:00,05:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.64,9.072
2019-02-03,05:00:00,05:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.64,9.072
2019-02-03,05:30:00,06:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.64,9.072
2019-02-03,06:00:00,06:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.68,9.114
2019-02-03,06:30:00,07:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.6,9.03
2019-02-03,07:00:00,07:30:00,E-1R-AGILE-18-02-21-C,_C,London,8,8.4
2019-02-03,07:30:00,08:00:00,E-1R-AGILE-18-02-21-C,_C,London,8,8.4
2019-02-03,08:00:00,08:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.38,8.799
2019-02-03,08:30:00,09:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.4,8.82
2019-02-03,09:00:00,09:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.53,10.0065
2019-02-03,09:30:00,10:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.9,10.395
2019-02-03,10:00:00,10:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-02-03,10:30:00,11:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-03,11:00:00,11:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-03,11:30:00,12:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.3,10.815
2019-02-03,12:00:00,12:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-03,12:30:00,13:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.8,11.34
2019-02-03,13:00:00,13:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.18,11.739
2019-02-03,13:30:00,14:00:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-03,14:00:00,14:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.2,11.76
2019-02-03,14:30:00,15:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.74,11.277
2019-02-03,15:00:00,15:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.08,9.534
2019-02-03,15:30:00,16:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.66,10.143
2019-02-03,16:00:00,16:30:00,E-1R-AGILE-18-02-21-C,_C,London,22.62,23.751
2019-02-03,16:30:00,17:00:00,E-1R-AGILE-18-02-21-C,_C,London,26,27.3
2019-02-03,17:00:00,17:30:00,E-1R-AGILE-18-02-21-C,_C,London,28,29.4
2019-02-03,17:30:00,18:00:00,E-1R-AGILE-18-02-21-C,_C,London,29.6,31.08
2019-02-03,18:00:00,18:30:00,E-1R-AGILE-18-02-21-C,_C,London,28,29.4
2019-02-03,18:30:00,19:00:00,E-1R-AGILE-18-02-21-C,_C,London,25.6,26.88
2019-02-03,19:00:00,19:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.4,13.02
2019-02-03,19:30:00,20:00:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-03,20:00:00,20:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.04,11.592
2019-02-03,20:30:00,21:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-03,21:00:00,21:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.78,10.269
2019-02-03,21:30:00,22:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.68,9.114
2019-02-03,22:00:00,22:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.4,8.82
2019-02-03,22:30:00,23:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.4,8.82
2019-02-03,23:00:00,23:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-03,23:30:00,00:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.68,10.164
2019-02-04,00:00:00,00:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.16,8.568
2019-02-04,00:30:00,01:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.64,11.172
2019-02-04,01:00:00,01:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.02,11.571
2019-02-04,01:30:00,02:00:00,E-1R-AGILE-18-02-21-C,_C,London,9,9.45
2019-02-04,02:00:00,02:30:00,E-1R-AGILE-18-02-21-C,_C,London,7.6,7.98
2019-02-04,02:30:00,03:00:00,E-1R-AGILE-18-02-21-C,_C,London,7.6,7.98
2019-02-04,03:00:00,03:30:00,E-1R-AGILE-18-02-21-C,_C,London,8,8.4
2019-02-04,03:30:00,04:00:00,E-1R-AGILE-18-02-21-C,_C,London,7.08,7.434
2019-02-04,04:00:00,04:30:00,E-1R-AGILE-18-02-21-C,_C,London,7,7.35
2019-02-04,04:30:00,05:00:00,E-1R-AGILE-18-02-21-C,_C,London,7,7.35
2019-02-04,05:00:00,05:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.8,10.29
2019-02-04,05:30:00,06:00:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-02-04,06:00:00,06:30:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-04,06:30:00,07:00:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-04,07:00:00,07:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.84,10.332
2019-02-04,07:30:00,08:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.08,12.684
2019-02-04,08:00:00,08:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-02-04,08:30:00,09:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.16,12.768
2019-02-04,09:00:00,09:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.92,12.516
2019-02-04,09:30:00,10:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.64,13.272
2019-02-04,10:00:00,10:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.64,13.272
2019-02-04,10:30:00,11:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.14,11.697
2019-02-04,11:00:00,11:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.6,12.18
2019-02-04,11:30:00,12:00:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-04,12:00:00,12:30:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-04,12:30:00,13:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.66,11.193
2019-02-04,13:00:00,13:30:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-04,13:30:00,14:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.72,11.256
2019-02-04,14:00:00,14:30:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-04,14:30:00,15:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.04,11.592
2019-02-04,15:00:00,15:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.36,10.878
2019-02-04,15:30:00,16:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.8,12.39
2019-02-04,16:00:00,16:30:00,E-1R-AGILE-18-02-21-C,_C,London,22.48,23.604
2019-02-04,16:30:00,17:00:00,E-1R-AGILE-18-02-21-C,_C,London,24.88,26.124
2019-02-04,17:00:00,17:30:00,E-1R-AGILE-18-02-21-C,_C,London,25.66,26.943
2019-02-04,17:30:00,18:00:00,E-1R-AGILE-18-02-21-C,_C,London,27.8,29.19
2019-02-04,18:00:00,18:30:00,E-1R-AGILE-18-02-21-C,_C,London,26.82,28.161
2019-02-04,18:30:00,19:00:00,E-1R-AGILE-18-02-21-C,_C,London,26.6,27.93
2019-02-04,19:00:00,19:30:00,E-1R-AGILE-18-02-21-C,_C,London,16.5,17.325
2019-02-04,19:30:00,20:00:00,E-1R-AGILE-18-02-21-C,_C,London,13.78,14.469
2019-02-04,20:00:00,20:30:00,E-1R-AGILE-18-02-21-C,_C,London,14.16,14.868
2019-02-04,20:30:00,21:00:00,E-1R-AGILE-18-02-21-C,_C,London,11,11.55
2019-02-04,21:00:00,21:30:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-02-04,21:30:00,22:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.02,11.571
2019-02-04,22:00:00,22:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.02,11.571
2019-02-04,22:30:00,23:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-04,23:00:00,23:30:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-04,23:30:00,00:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.6,11.13
2019-02-05,00:00:00,00:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-05,00:30:00,01:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.44,10.962
2019-02-05,01:00:00,01:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-05,01:30:00,02:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-05,02:00:00,02:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.9,9.345
2019-02-05,02:30:00,03:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.9,9.345
2019-02-05,03:00:00,03:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.9,9.345
2019-02-05,03:30:00,04:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.9,9.345
2019-02-05,04:00:00,04:30:00,E-1R-AGILE-18-02-21-C,_C,London,8.9,9.345
2019-02-05,04:30:00,05:00:00,E-1R-AGILE-18-02-21-C,_C,London,8.9,9.345
2019-02-05,05:00:00,05:30:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-05,05:30:00,06:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-05,06:00:00,06:30:00,E-1R-AGILE-18-02-21-C,_C,London,9.84,10.332
2019-02-05,06:30:00,07:00:00,E-1R-AGILE-18-02-21-C,_C,London,9.6,10.08
2019-02-05,07:00:00,07:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
2019-02-05,07:30:00,08:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.8,13.44
2019-02-05,08:00:00,08:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.8,13.44
2019-02-05,08:30:00,09:00:00,E-1R-AGILE-18-02-21-C,_C,London,12.8,13.44
2019-02-05,09:00:00,09:30:00,E-1R-AGILE-18-02-21-C,_C,London,12.8,13.44
2019-02-05,09:30:00,10:00:00,E-1R-AGILE-18-02-21-C,_C,London,11.88,12.474
2019-02-05,10:00:00,10:30:00,E-1R-AGILE-18-02-21-C,_C,London,11.82,12.411
2019-02-05,10:30:00,11:00:00,E-1R-AGILE-18-02-21-C,_C,London,10.2,10.71
2019-02-05,11:00:00,11:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.54,11.067
2019-02-05,11:30:00,12:00:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-05,12:00:00,12:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.18,10.689
2019-02-05,12:30:00,13:00:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-05,13:00:00,13:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.7,11.235
2019-02-05,13:30:00,14:00:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-05,14:00:00,14:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.54,11.067
2019-02-05,14:30:00,15:00:00,E-1R-AGILE-18-02-21-C,_C,London,10,10.5
2019-02-05,15:00:00,15:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.22,10.731
2019-02-05,15:30:00,16:00:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-02-05,16:00:00,16:30:00,E-1R-AGILE-18-02-21-C,_C,London,22,23.1
2019-02-05,16:30:00,17:00:00,E-1R-AGILE-18-02-21-C,_C,London,24.8,26.04
2019-02-05,17:00:00,17:30:00,E-1R-AGILE-18-02-21-C,_C,London,24,25.2
2019-02-05,17:30:00,18:00:00,E-1R-AGILE-18-02-21-C,_C,London,24,25.2
2019-02-05,18:00:00,18:30:00,E-1R-AGILE-18-02-21-C,_C,London,24,25.2
2019-02-05,18:30:00,19:00:00,E-1R-AGILE-18-02-21-C,_C,London,23.54,24.717
2019-02-05,19:00:00,19:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.8,11.34
2019-02-05,19:30:00,20:00:00,E-1R-AGILE-18-02-21-C,_C,London,12,12.6
2019-02-05,20:00:00,20:30:00,E-1R-AGILE-18-02-21-C,_C,London,10.4,10.92
